receipt_id,barcode,item_description,brand_code,item_number,competitive_product,rewards_group,competitor_rewards_group,deleted,quantity_purchased,item_price,target_price,discounted_item_price,price_after_coupon,final_price,partner_item_id,rewards_product_partner_id,points_payer_id,points_earned,needs_fetch_review,needs_fetch_review_reason,points_not_awarded_reason,prevent_target_gap_points,user_flagged_barcode,user_flagged_new_item,user_flagged_price,user_flagged_quantity,user_flagged_description,original_meta_brite_barcode,original_meta_brite_description,original_receipt_item_text,original_meta_brite_quantity_purchased,original_final_price,original_meta_brite_item_price,metabrite_campaign_id,src_file
600edb570a720f053500001d,,Assorted Mini Muffins,,,,,,,1.0,11.99,,11.99,,11.99,1206,,,,,,,,,,,,,,,AST-MINI CL,,,,,receipts.json
600b420b0a7214ada200000d,,1OZ DFP,,,,,,,1.0,1.24,,1.24,,1.24,1262,,,,,,,,,,,,,,,1OZ DFP,,,,,receipts.json
60049d9d0a720f05f3000094,4060,Broccoli,,,,,,,1.0,2.99,,2.99,,2.99,1113,,,,,,,,,,,,,,,BROCCOLI,,,,,receipts.json
60189c850a7214ad28000034,,,,,,,,,,,,,,,6,,,,True,USER_FLAGGED,,True,034100573065,True,29.0,1.0,MILLER LITE 24 PACK 12OZ CAN,,,,,,,,receipts.json
600a1e270a720f0535000009,076840400218,BEN & JERRYS FROZEN STRAWBERRY CHS CAKE ICE CREAM REGULAR 16 OZ - 0076840400212,BEN AND JERRYS,,,BEN AND JERRYS ICE CREAM,,,1.0,3.49,,3.49,,3.49,1085,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,34.9,,,,,,,,,,,,BEN JERRYSI,,,,BEN AND JERRYS ICE CREAM,receipts.json
6009f5ea0a7214ada2000004,,FOLGERS COFFEE,FOLGERS,,True,,MAXWELL HOUSE GROUND COFFEE,,1.0,9.99,,9.99,,9.99,1040,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,FOLGERS COFFEE,,,,,receipts.json
600edb570a720f053500001d,,TILLAMOOKYO,,,,,,,1.0,0.75,,0.75,,0.75,1315,,,,,,,,,,,,,,,TILLAMOOKYO,,,,,receipts.json
603d30e60a7217c72c00043f,B076FJ92M4,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,,,1.0,22.97,,22.97,22.97,22.97,0,,,,,,,,,,,,,,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,receipts.json
600f39c30a7214ada2000030,,REESES PB CU,REESE'S,,,,,,2.0,6.0,,6.0,6.0,6.0,1718,,,,,,,,,,,,,,,REESES PB CU,,,,,receipts.json
6002590c0a7214ad4c000082,,"BORDEN 2% MILK, 1/2 GAL",BORDEN,,,,,,1.0,4.46,,4.46,,4.46,1243,,,,,,,,,,,,,,,"BORDEN 2% MILK, 1/2 GAL",,,,,receipts.json
5ff794130a7214ada1000640,4011,ITEM NOT FOUND,,,,,,,1.0,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,,,,receipts.json
600260210a720f05f300008f,,HYV LF PEACH YOGURT,LIGHT & FIT,,,,,,1.0,0.54,,0.54,0.54,0.54,1035,,,,,,,,,,,,,,,HYV LF PEACH YOGURT,,,,,receipts.json
600f2fc80a720f0535000030,011110603746,Kroger Frozen Ground Beef Burgers 80% Lean 20% Fat,KROGER,,,,,,1.0,9.08,,9.08,,9.08,1593,,,,False,,,,,,,,,,,80% GR BF 20% FAT,,,,,receipts.json
6000d4bc0a7214ad4c000070,034100573065,MILLER LITE 24 PACK 12OZ CAN,,,,MILLER LITE 24 PACK,,,1.0,29.0,77.0,,,29.0,6,5332f709e4b03c9a25efd0f1,5332f709e4b03c9a25efd0f1,870.0,,,,,,,,,,,,,,,,,receipts.json
60099c3c0a7214ad89000135,311111806949,KNORR SIDES,KNORR,,False,KNORR SIDES,,,6.0,9.54,,9.54,,9.54,1194,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,95.4,,,,,,,,,,,,KNORR CREARNY CHICKEN,,,,KNORR SIDES,receipts.json
6004a99e0a720f05f3000095,4166,Other Sweet Onions,,,,,,,1.0,0.91,,0.91,,0.91,1085,,,,,,,,,,,,,,,SWEET ONIONS,,,,,receipts.json
60020d2a0a720f05f300008a,,KELL ORIG FRSTD MINI,KELLOGG'S,,,,,,1.0,4.29,,4.29,,4.29,1041,,,,,,,,,,,,,,,KELL ORIG FRSTD MINI,,,,,receipts.json
600afbd90a720f053500000b,,308 ARROWHEADWATER,,,,,,,1.0,3.99,,3.99,,3.99,1340,,,,,,,,,,,,,,,308 ARROWHEADWATER,,,,,receipts.json
600988820a7214ad8900012b,013000798952,HEINZ Homestyle Gravy Roasted Turkey Pack of 3,,,,HEINZ GRAVY - JAR,,,1.0,1.0,800.0,,,1.0,1,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,5.0,,,,,,,,,,,,,,,,,receipts.json
600f0cc70a720f053500002c,,Strawberries,,,,,,,2.0,7.98,,7.98,,7.98,1300,,,,,,,,,,,,,,,STRAWBERRI,,,,,receipts.json
60145a3d0a7214ad50000082,4011,ITEM NOT FOUND,,,,,,,1.0,1.0,,,,1.0,1,,,,,,,,,,,,,,,,,,,,receipts.json
5ff5d2060a720f05230005e1,017696004519,DELIMEX White Meat Chicken Taquitos 66 ct Box,,,,DELIMEX,,,1.0,0.99,800.0,,,0.99,1,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,5.0,,,,,,,,,,,,,,,,,receipts.json
600996ac0a720f05fa000134,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,,,1.0,6.96,,6.96,,6.96,1085,,,,,,,,,,,,,,,EMILS SAUSAGE MUSHROOM PIZZA,,,,,receipts.json
6004a99e0a720f05f3000095,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,KNORR,,,KNORR SIDES,,,2.0,3.62,,3.62,,3.62,1287,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,36.2,,,,,,,,,,,,KNORR CREAMY CHICKEN,,,,KNORR SIDES,receipts.json
600b34ca0a7214ada200000c,,LINDSAYOL,,,,,,,1.0,2.58,,2.58,,2.58,1106,,,,,,,,,,,,,,,LINDSAYOL,,,,,receipts.json
5fff26c20a7214ad4c00000a,4011,ITEM NOT FOUND,,,,,,,2.0,29.0,,,,29.0,1,,,,False,,,True,4011,True,29.0,2.0,,,,,,,,,receipts.json
600f01310a7214ada2000027,029000019201,PLANTERS Limited Edition Tailgate Chipotle Nut Mix 15.25 OZ Canister,,,,PLANTERS MIXED NUTS,,,1.0,9.99,800.0,,,9.99,1,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,50.0,,,,,,,,,,,,,,,,,receipts.json
600eda0c0a7214ada200001e,,ORBIT GUM,,,,,,,1.0,6.45,,6.45,,6.45,1055,,,,,,,,,,,,,,,ORBIT GUM,,,,,receipts.json
60020d2a0a720f05f300008a,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,HY-VEE,,,,,,1.0,2.77,,2.77,,2.77,1116,,,,,,,,,,,,,,,HYV UNSLTD SWT BTR,,,,,receipts.json
600260210a720f05f300008f,041000022623,KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624,KNORR,,,KNORR SIDES,,,2.0,2.44,,2.44,2.44,2.44,1625,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,24.4,,,,,,,,,,,,KNORR CREAMY CHICKEN,,,,KNORR SIDES,receipts.json
600ba6ae0a7214ada2000010,,GREAT VALUE EASY ME T CHEESE,,,,,,,1.0,3.63,,3.63,,3.63,1346,,,,,,,,,,,,,,,GREAT VALUE EASY ME T CHEESE,,,,,receipts.json
600f39c30a7214ada2000030,,TEOMAS CINN RSN BR,,,,,,,1.0,4.99,,4.99,4.99,4.99,1554,,,,,,,,,,,,,,,TEOMAS CINN RSN BR,,,,,receipts.json
6039f3340a720fde1000016f,B07BRRLSVC,thindust summer face mask - sun protection neck gaiter for outdooractivities,,,,,,,1.0,11.99,,11.99,11.99,11.99,1,,,,,,,,,,,,,,,thindust summer face mask - sun protection neck gaiter for outdooractivities,,,,,receipts.json
600f2fc80a720f0535000030,,KIT KAT BUNN,KIT KAT,,,,,,1.0,13.48,,13.48,,13.48,1794,,,,False,,,,,,,,,,,KIT KAT BUNN,,,,,receipts.json
600f39c30a7214ada2000030,,500PC ELASTC,,,,,,,1.0,2.94,,2.94,2.94,2.94,1239,,,,,,,,,,,,,,,500PC ELASTC,,,,,receipts.json
600edb570a720f053500001d,,5 PEIRU M MLLX,,,,,,,1.0,3.49,,3.49,,3.49,1341,,,,,,,,,,,,,,,5 PEIRU M MLLX,,,,,receipts.json
6009e72c0a720f0535000003,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,PEPSI,,,PEPSI 12 OZ 12 PACK,,,3.0,3.48,,3.48,,3.48,1331,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,,,Action not allowed for user and CPG,,,,,,,,,"PEPSI COLA, 12 OZ.CAN",,,,PEPSI 12 OZ 12 PACK,receipts.json
600ba6ae0a7214ada2000010,,LINDSAYOL,,,,,,,1.0,2.58,,2.58,,2.58,1096,,,,,,,,,,,,,,,LINDSAYOL,,,,,receipts.json
600f2fc80a720f0535000030,,SIG IC CRM SANDWCH,,,,,,,1.0,5.0,,5.0,,5.0,1465,,,,False,,,,,,,,,,,SIG IC CRM SANDWCH,,,,,receipts.json
600b139e0a7214ada200000a,012000010736,MTN DEW CITRUS CHERRY SODA CITRUS CHERRY CAN 1 CT 12 OZ,MOUNTAIN DEW,,,MOUNTAIN DEW CITRUS CHERRY 12 OZ,,,1.0,17.98,,17.98,,17.98,1394,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,,,Action not allowed for user and CPG,,,,,,,,,244 MOUNTAIN D,,,,MOUNTAIN DEW CITRUS CHERRY 12 OZ,receipts.json
600b34ca0a7214ada200000c,,GM CEREALCRN,,,,,,,1.0,2.49,,2.49,,2.49,1032,,,,,,,,,,,,,,,GM CEREALCRN,,,,,receipts.json
600370250a720f05f3000090,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,NATURE'S PATH ORGANIC,,,,,,1.0,3.99,,3.99,,3.99,1052,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,NATURES PATH OF OATS,,,,,receipts.json
600992f90a720f05fa000133,012000810022,CAFFEINE FREE REGULAR PEPSI SODA COLA CAN IN BOX 12 CT 144 OZ,PEPSI,,,PEPSI 12 OZ 12 PACK,,,1.0,3.93,,3.93,,3.93,1504,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,,,Action not allowed for user and CPG,,,,,,,,,"PEPSI COLA, 12 OZ CAN",,,,PEPSI 12 OZ 12 PACK,receipts.json
600f2fc80a720f0535000030,,PC JAMIE PANEL,,,,,,,1.0,23.99,,23.99,,23.99,1248,,,,False,,,,,,,,,,,PC JAMIE PANEL,,,,,receipts.json
600b420b0a7214ada200000d,,STO VHITE V NE,,,,,,,1.0,2.89,,2.89,,2.89,1373,,,,,,,,,,,,,,,STO VHITE V NE,,,,,receipts.json
600260210a720f05f300008f,,LEEK,,,,,,,1.0,3.99,,3.99,3.99,3.99,1112,,,,,,,,,,,,,,,LEEK,,,,,receipts.json
6004a5f20a7214ad4c000088,,GG KLONDIKE GOLDUST,GREEN GIANT,,,,,,1.0,3.99,,3.99,,3.99,1175,,,,,,,,,,,,,,,GG KLONDIKE GOLDUST,,,,,receipts.json
600f24970a720f053500002f,,TF SUNFLOWER CRNCH,TAYLOR FARMS,,,,,,1.0,3.5,,3.5,,3.5,1463,,,,,,,,,,,,,,,TF SUNFLOWER CRNCH,,,,,receipts.json
5ff73be90a720f052300060a,,,,,,,,,,,,,,,1,,,,True,USER_FLAGGED,,True,4011,True,27.0,2.0,,,,,,,,,receipts.json
600af82f0a720f053500000a,,STO CHICKEN,STOUFFER'S,,,,T.G.I. FRIDAY'S FROZEN APPETIZER,,1.0,10.35,,10.35,,10.35,1326,,,,,,,,,,,,,,,STO CHICKEN,,,,,receipts.json
603983e20a7217c72c000138,B076FJ92M4,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,,,1.0,22.97,,22.97,22.97,22.97,0,,,,,,,,,,,,,,,"mueller austria hypergrind precision electric spice/coffee grinder millwith large grinding capacity and hd motor also for spices, herbs, nuts,grains, white",,,,,receipts.json
600b34ca0a7214ada200000c,,BEN JERRYS I,,,,,,,1.0,3.49,,3.49,,3.49,1167,,,,,,,,,,,,,,,BEN JERRYS I,,,,,receipts.json
600ba6ae0a7214ada2000010,,BANZASPAGH,,,,,,,1.0,2.88,,2.88,,2.88,1317,,,,,,,,,,,,,,,BANZASPAGH,,,,,receipts.json
6004a5f20a7214ad4c000088,,CARAPELLI ORG UNFILT,,,,,,,1.0,10.99,,10.99,,10.99,1243,,,,,,,,,,,,,,,CARAPELLI ORG UNFILT,,,,,receipts.json
600b39f60a720f053500000e,,CHEESE SAUCE,SIGNATURE KITCHEN,,,,,,1.0,2.34,,2.34,,2.34,1249,,,,,,,,,,,,,,,CHEESE SAUCE,,,,,receipts.json
600208270a720f05f3000088,4069,Green Cabbage,,,,,,,1.0,2.05,,2.05,,2.05,1101,,,,,,,,,,,,,,,GREEN CABBAGE,,,,,receipts.json
600082b40a720f05f3000058,,Stuffed Cabbage,,,,,,,1.0,1.0,,1.0,,1.0,1022,,,,,,,,,,,,,,,STUFF,,,,,receipts.json
5fff562e0a720f05f300002f,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,,1.0,1.0,,,,1.0,1,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,receipts.json
600f39c30a7214ada2000030,,CMPBL CRM,CAMPBELL'S,,,,,,2.0,3.96,,3.96,3.96,3.96,1133,,,,,,,,,,,,,,,CMPBL CRM,,,,,receipts.json
600b39f60a720f053500000e,,Colby Jack Cheese,,,,,,,1.0,7.9,,7.9,,7.9,1111,,,,,,,,,,,,,,,LUCCHES COLBYJAC,,,,,receipts.json
600b39f60a720f053500000e,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,BEN AND JERRYS,,,BEN AND JERRYS ICE CREAM,,,5.0,28.0,,28.0,,28.0,1009,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,280.0,,,,,,,,,,,,BEN & JERRY' S CHUNKY MONKEY PINT,,,,BEN AND JERRYS ICE CREAM,receipts.json
600eda0c0a7214ada200001e,,CHEESE SAUCE,KROGER,,,,,,1.0,2.34,,2.34,,2.34,1175,,,,,,,,,,,,,,,CHEESE SAUCE,,,,,receipts.json
60037b500a7214ad4c000086,078742348315,GV LINER GRE,,078742348315,,,,,1.0,1.0,,1.0,,1.0,1246,,,,,,,,,,,,,,,GV LINER GRE,,,,,receipts.json
600b34ca0a7214ada200000c,,PEPPERS RED ORG,,,,,,,1.0,3.98,,3.98,,3.98,1397,,,,,,,,,,,,,,,PEPPERS RED ORG,,,,,receipts.json
5ff36dc40a7214ada100059f,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,,,,,,,1.0,9.99,,,,9.99,9,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,receipts.json
6002590c0a7214ad4c000082,,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,,,2.0,7.48,,7.48,,7.48,1018,,,,,,,,,,,,,,,"DORITOS NACHO CHEESE, 28.5 OZ",,,,,receipts.json
60049d9d0a720f05f3000094,,73/27 Ground Beef Roll,,,,,,,1.0,4.22,,4.22,,4.22,1278,,,,,,,,,,,,,,,GROUND BF ROLL LMT 4,,,,,receipts.json
60023e8f0a720f05f300008b,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,HATCH FARMS,,,,,,1.0,1.19,,1.19,,1.19,1036,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,HATCH NACHO SLCD JAL,,,,,receipts.json
600a1e270a720f0535000009,4066,Green Beans,,,,,,,1.0,1.09,,1.09,,1.09,1205,,,,,,,,,,,,,,,417 KROGER BEANS,,,,,receipts.json
60023e8f0a720f05f300008b,4816,Golden Sweet Potato,,,,,,,1.0,2.21,,2.21,,2.21,1054,,,,,,,,,,,,,,,GOLDEN SWT POTATO,,,,,receipts.json
600a1a8d0a7214ada2000008,,337 PORKSAUSAGERULL,,,,,,,1.0,5.99,,5.99,,5.99,1229,,,,,,,,,,,,,,,337 PORKSAUSAGERULL,,,,,receipts.json
600f24970a720f053500002f,021834033316,Hempler's Sliced Bacon - Smoked,HEMPLER'S,,,,OSCAR MAYER BACON,,2.0,20.0,,20.0,,20.0,1323,,,,,,,,,,,,,,,HEMPLERS G,,,,,receipts.json
60074b8e0a7214ad8900002a,022174070214,CJN INJ & LSN GLD GRLN KIT BOX 1 CT,,,,,,,1.0,1.0,,,,1.0,1,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,receipts.json
600a1e270a720f0535000009,013800100320,Stouffer's Classics Green Pepper Steak,STOUFFER'S CLASSICS,,True,HEALTHY CHOICE SIMPLY STEAMERS,DEVOUR FROZEN ENTREE,,1.0,1.99,,1.99,,1.99,1292,5e825d64f221c312e698a62a,,,,,,,,,,,,,,133 STO GREEN BEANS,,,,,receipts.json
6004a5f20a7214ad4c000088,,2% Milk,,,,,,,1.0,4.09,,4.09,,4.09,1086,,,,,,,,,,,,,,,SASSY COW 2% MILK,,,,,receipts.json
600996ac0a720f05fa000134,,BMILS SAUSAGE MUSHROONN PIZZA,,,,,,,2.0,13.32,,13.32,,13.32,1333,,,,,,,,,,,,,,,BMILS SAUSAGE MUSHROONN PIZZA,,,,,receipts.json
60025cb80a720f05f300008d,754500355602,Hy-Vee Seasoned Croutons,HY-VEE,,,,,,1.0,1.79,,1.79,1.79,1.79,1181,,,,,,,,,,,,,,,HYV SEASONED CROUTON,,,,,receipts.json
60023e8f0a720f05f300008b,,1% Milk,,,,,,,1.0,3.99,,3.99,,3.99,1027,,,,,,,,,,,,,,,SASSY COW 1% MILK,,,,,receipts.json
601830d30a7214ad500002e1,4011,ITEM NOT FOUND,,,,,,,4.0,29.0,,,,29.0,1,,,,False,,,True,4011,True,29.0,4.0,,,,,,,,,receipts.json
600a1e270a720f0535000009,076840580750,Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz,BEN AND JERRYS,,,BEN AND JERRYS ICE CREAM,,,1.0,5.99,,5.99,,5.99,1171,5332f5f6e4b03c9a25efd0b4,5332f5f6e4b03c9a25efd0b4,59.9,,,,,,,,,,,,277 B&J CHUNKYMONKEY,,,,BEN AND JERRYS ICE CREAM,receipts.json
60025cb80a720f05f300008d,,KLARBRUNN 12PK 12 FL OZ,,,,,,,4.0,12.48,,12.48,12.48,12.48,1936,,,,,,,,,,,,,,,KLARBRUNN 12PK 12 FL OZ,,,,,receipts.json
6004a5f20a7214ad4c000088,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,LAURA'S LEAN BEEF,,,,,,1.0,5.99,,5.99,,5.99,1171,,,,,,,,,,,,,,,LEAN GRND BF 93% 7%,,,,,receipts.json
600b34ca0a7214ada200000c,,BEN & JERRY' S CHUNKY MONKEY PINT,,,,,,,5.0,28.0,,28.0,,28.0,1009,,,,,,,,,,,,,,,BEN & JERRY' S CHUNKY MONKEY PINT,,,,,receipts.json
60088a100a7214ad890000bd,028400642033,DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ,DORITOS,,,DORITOS NACHO CHEESE MULTI SERVE,,,2.0,8.2,,8.2,,8.2,1277,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,,,Action not allowed for user and CPG,,,,,,,,,"DORITOS NACHO CHEESE, 28.5 OZ",,,,DORITOS NACHO CHEESE MULTI SERVE,receipts.json
600b34ca0a7214ada200000c,,FOLGERS COFFEE,,,,,,,1.0,9.99,,9.99,,9.99,1054,,,,,,,,,,,,,,,FOLGERS COFFEE,,,,,receipts.json
5ff1e1b60a7214ada100055c,034100573065,MILLER LITE 24 PACK 12OZ CAN,,,,MILLER LITE 24 PACK,,,1.0,29.0,77.0,,,29.0,10,5332f709e4b03c9a25efd0f1,5332f709e4b03c9a25efd0f1,870.0,,,,,,,,,,,,,,,,,receipts.json
5ff5d1f20a720f05230005db,021000051113,,,,True,SARGENTO GRATED PARMESAN CHEESE,,,1.0,4.55,,,,4.55,4,5e7cf838f221c312e698a628,,,,,,,,,,,,,,,,,,,receipts.json
600f2fc80a720f0535000030,074682200294,R W KND FML BT VGTB JC BTL RFRG AFTR OPNN 32 FL OZ,R.W. KNUDSEN,,,,,,1.0,7.89,,7.89,,7.89,1454,559c2234e4b06aca36af13c6,,,False,,,,,,,,,,,KNUDSE JUICE BEET,,,,,receipts.json
60088a100a7214ad890000bd,009800300037,Tic Tac Cool Watermelon Gum,TIC TAC,,,,,,1.0,36.99,,36.99,,36.99,1212,,,,,,,,,,,,,,,TC NCTN GUM 2MG COOL,,,,,receipts.json
600208270a720f05f3000088,071430010051,DL CRT ICBR PEA PD RDSH RD CBG RMN LTC VRY VG THRG WSHD LTC SLD BAG 11.9 OZ,DOLE,,,,,,1.0,3.49,,3.49,,3.49,1157,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,DOLE VERY VEGGIE SLD,,,,,receipts.json
60049d9d0a720f05f3000094,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,TEMPTATIONS,,,,,,1.0,1.99,,1.99,,1.99,1062,550b2565e4b001d5e9e4146f,,,,,,,,,,,,,,TEMPT TASTY CHICKEN,,,,,receipts.json
600f39c30a7214ada2000030,038000138577,PRNG PTT CRSP CHDR CHS FLT CNST 5.5 OZ,PRINGLES,,,,,,1.0,2.5,,2.5,2.5,2.5,1089,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,PRINGLES CHEESE,,,,,receipts.json
600f0cc70a720f053500002c,041800200139,Welch's Juice - Black Cherry Concord Grape,WELCH'S,,,,CAPRI SUN BEVERAGE DRINK,,2.0,5.96,,5.96,,5.96,1118,,,,,,,,,,,,,,,WELCHS CON,,,,,receipts.json
600a1e270a720f0535000009,,130 196 MILK,,,,,,,1.0,3.79,,3.79,,3.79,1131,,,,,,,,,,,,,,,130 196 MILK,,,,,receipts.json
600f2fc80a720f0535000030,,CHEEZ IT CRCKR,CHEEZ-IT,,,,,,1.0,6.49,,6.49,,6.49,1059,,,,False,,,,,,,,,,,CHEEZ IT CRCKR,,,,,receipts.json
6002590c0a7214ad4c000082,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,HARVEST SNAPS,,,,,,1.0,1.25,,1.25,,1.25,1168,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,HRVST SNAPS BLACK PE,,,,,receipts.json
6004a99e0a720f05f3000095,012000809941,REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ,PEPSI,,,PEPSI 12 OZ 12 PACK,,,4.0,3.92,,3.92,,3.92,1284,5332f5fbe4b03c9a25efd0ba,5332f5fbe4b03c9a25efd0ba,,,,Action not allowed for user and CPG,,,,,,,,,"PEPSI COLA, 12 OZ. CAN",,,,PEPSI 12 OZ 12 PACK,receipts.json
600a1a8d0a7214ada2000008,,346 LITEHOUSEITALIAN,,,,,,,1.0,3.99,,3.99,,3.99,1238,,,,,,,,,,,,,,,346 LITEHOUSEITALIAN,,,,,receipts.json
6004a5f20a7214ad4c000088,,Green Bell Peppers,,,,,,,1.0,0.88,,0.88,,0.88,1074,,,,,,,,,,,,,,,GREEN BELL PEPPERS,,,,,receipts.json
5ff36c6d0a720f0523000597,046704085905,T.G.I. FRIDAY'S(r) Frozen Loaded Baked Potato Cheese Spread DIP BOX 8 OZ 004670408590,,,,,,,1.0,4.55,,,,4.55,4,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,receipts.json
600b420b0a7214ada200000d,,Eggs,,,,,,,1.0,5.99,,5.99,,5.99,1391,,,,,,,,,,,,,,,ALFRSOO EGGS,,,,,receipts.json
600746ce0a720f05fa000017,044700070840,OSCAR MAYER LUNCHABLES LUNCHABLES Chicken Sliders 3.00-oz,,,,LUNCHABLES LUNCH COMBINATIONS - FUN PACK,,,1.0,1.0,800.0,,,1.0,1,559c2234e4b06aca36af13c6,559c2234e4b06aca36af13c6,5.0,,,,,,,,,,,,,,,,,receipts.json
600373700a720f05f3000091,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,LAURA'S LEAN BEEF,,,,,,1.0,5.99,,5.99,,5.99,1099,,,,,,,,,,,,,,,LEAN GRND BF 93% 7%,,,,,receipts.json
60099c3c0a7214ad89000135,,EMILS SAUSAGE MUSHROO N PIZZA,,,,,,,1.0,6.9,,6.9,,6.9,1145,,,,,,,,,,,,,,,EMILS SAUSAGE MUSHROO N PIZZA,,,,,receipts.json
600370250a720f05f3000090,,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,,,1.0,3.81,,3.81,,3.81,1012,,,,,,,,,,,,,,,KLEENEX TRUSTED CARE FACIAL TISSUES,,,,,receipts.json
600eda0c0a7214ada200001e,,SIGVNGRTT,,,,,,,1.0,4.98,,4.98,,4.98,1272,,,,,,,,,,,,,,,SIGVNGRTT,,,,,receipts.json
600373700a720f05f3000091,,DOLE ITALIAN BLEND,DOLE,,,,,,1.0,3.49,,3.49,,3.49,1107,,,,,,,,,,,,,,,DOLE ITALIAN BLEND,,,,,receipts.json
5fb1bd510a7214ad890000e3,,,,,,,,,,,,,,,4,,,,True,USER_FLAGGED,,True,034100573065,True,29.0,1.0,MILLER LITE 24 PACK 12OZ CAN,,,,,,,,receipts.json
6009e72c0a720f0535000003,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,,,,,2.0,13.22,,13.22,,13.22,1334,,,,,,,,,,,,,,,EMIL'S SAUSAGE MUSHROOM PIZZA,,,,,receipts.json
600f2fc80a720f0535000030,,PC IMPULSE,,,,,,,1.0,1.0,,1.0,,1.0,1213,,,,False,,,,,,,,,,,PC IMPULSE,,,,,receipts.json
600260210a720f05f300008f,,HYV LF BLUEBERRY YOG,LIGHT & FIT,,,,,,1.0,0.54,,0.54,0.54,0.54,1033,,,,,,,,,,,,,,,HYV LF BLUEBERRY YOG,,,,,receipts.json
6004a99e0a720f05f3000095,014113910026,"Wonderful Roasted & Salted Pistachios, 16 oz",WONDERFUL,,,,PLANTERS PISTACHIOS,,1.0,6.99,,6.99,,6.99,1281,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,WNDRFL RSTD&SALTED,,,,,receipts.json
60025cb80a720f05f300008d,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,,,1.0,6.77,,6.77,6.77,6.77,1264,,,,,,,,,,,,,,,EMIL' S SAUSAGE MUSHROOM PIZZA,,,,,receipts.json
600f42050a7214ada200003b,043000200520,JELL-O GELATIN RASPBERRY 6 OZ BOX,,,,,,,1.0,9.99,,,,9.99,1,559c2234e4b06aca36af13c6,,,,,,,,,,,,,,,,,,,receipts.json
600fb2060a720f053500004b,021000037186,,,,True,ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE,,,1.0,9.99,,,,9.99,6,5332f5f3e4b03c9a25efd0ae,,,,,,,,,,,,,,,,,,,receipts.json
